locationId,productId,EPC,rssi,minrssi,maxssi,count,queue,rxpower,session,starttimestamp,endtimestamp,expectedLocation
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.144916,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.154395,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.158030,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.161165,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.174227,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.177349,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.180662,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.194033,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.197264,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.200646,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.214479,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.218895,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.222315,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.234110,True
L0L0,0,-67.39176631910729,-91,-30,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:20.237521,True
